"gene","logFC","se","pval","padj"
"100287102",0.492287786927275,0.391685148964306,0.208809521770241,0.338890362857887
"653635",-0.252166258572194,0.12415693858665,0.0422521217124582,0.0821594903496577
"102466751",0.474536631393656,0.877741573984904,0.588760118973597,0.791718045662141
"107985730",-19.4745000542489,10894.8619127544,0.998573786912351,0.999998380218001
"100302278",NA,NA,NA,NA
"645520",NA,NA,NA,NA
"79501",NA,NA,NA,NA
"100996442",-0.629542871751617,0.194308028158099,0.0011956236515645,0.00313831590137618
"729737",-0.0179753735184776,0.294735196271556,0.951368594651376,0.999998380218001
"102725121",0.264475646457171,0.39333370626354,0.501332218070756,0.697881411906214
"102723897",-0.557133007600804,0.15656972715873,0.000373163518215899,0.00106860115980723
"102465909",0.235486141713175,1.01717094352131,0.816917932870669,0.999998380218001
"107985721",-19.4745000542489,10894.8619127544,0.998573786912351,0.999998380218001
"112268260",-0.501438916176854,0.331506211587118,0.130379285049396,0.225732872071783
"729759",NA,NA,NA,NA
"100132287",-0.00487316865654432,0.287145579204669,0.986459692654857,0.999998380218001
"105378947",-0.810287223335199,0.860591376260065,0.346424618590776,0.516793992341179
"101928626",23.1542023667292,30385.8613996997,0.999392007402547,0.999998380218001
"113219467",1.79522723357238,0.177023429170739,3.62675421882275e-24,3.81687249260946e-22
"81399",-1.827888262914,0.756272925434479,0.0156503472848517,0.033339241225983
"100133331",-0.265811615252503,0.291252621192384,0.361426810161138,0.535657463384385
"107984841",-0.749914125736516,0.406259866490408,0.064907070504612,0.121161480751514
"107984847",-0.420250065846711,0.453852395952061,0.354465736032306,0.526711223192519
"107984849",1.21620977552748,1.15471352180539,0.292223349429016,0.447800808880805
"100288069",-1.09551312207678,0.325010617266021,0.000749775978242802,0.00204109463527088
"105378580",0.0964085980090916,0.242759515991982,0.691267007356364,0.890302192046658
"400728",-0.175160047905169,0.637336648528829,0.783445863944967,0.981278458394177
"79854",-0.789376454783713,0.288713520410553,0.00625478735977003,0.0143484582844315
"643837",-0.532880397584391,0.131453778950879,5.04036691536541e-05,0.000167476199467675
"107984850",-0.798674505581714,0.836680567435353,0.339792572290333,0.508706366075365
"284593",-0.000194426730306567,0.485925066327923,0.999680753077111,0.999998380218001
"284600",1.60567141123272,2.012065118004,0.424857959435852,0.61086187792143
"100130417",0.679242006053258,0.298646170278159,0.0229417148599982,0.0472188233295547
"107985728",-0.895497259626938,0.317515772462518,0.00479752267998616,0.0112419449424613
"148398",-0.0938640404069028,0.165051946576381,0.569563866796753,0.771371858515647
"26155",-0.527359578427562,0.12016692948281,1.14104536702503e-05,4.21951852281455e-05
"339451",-0.437982673077446,0.254734665275387,0.0855473558104803,0.155169942457422
"84069",-1.03976121643965,0.534468285786861,0.051725366707281,0.0988311026256966
"84808",0.606484974578355,0.594717035909002,0.307829272431833,0.467732076865268
"57801",-1.03594216905214,0.316002829675224,0.00104445941478615,0.00276965040112244
"9636",0.0566774313281072,0.236761769266369,0.810806355486535,0.999998380218001
"375790",-0.967281726714481,0.203413216477574,1.98196029608668e-06,8.37516442953282e-06
"100288175",-0.344533540250592,0.812740072579105,0.671627057386792,0.872063035556598
"112267874",1.47891366579914,1.62242912651876,0.362009420169851,0.536308927619012
"105378948",-0.105246497777823,0.671319592604509,0.875421743495585,0.999998380218001
"401934",NA,NA,NA,NA
"54991",-0.423687176415957,0.196320809417178,0.0309171921952648,0.0619707473071887
"254099",NA,NA,NA,NA
"406984",NA,NA,NA,NA
"406983",NA,NA,NA,NA
"554210",NA,NA,NA,NA
"100506376",0.923127466600697,1.89344751811495,0.625877176402635,0.830313593216004
"254173",1.51490932950367,1.46670598334695,0.301667062739284,0.459859823124724
"8784",0.249091344568404,0.563112192746777,0.658237668451837,0.858897689417322
"7293",-0.677034252654281,0.443530772258522,0.126894071150564,0.22036016501216
"51150",-0.701189552145985,0.123334170705952,1.30596908490055e-08,8.13863219042327e-08
"126792",-0.432834639175873,0.128023417593544,0.000722482839317794,0.00197055108506847
"388581",-1.20293661638855,0.418848587997618,0.00407872269251416,0.00968700676532345
"118424",-0.511396000216655,0.136823235016555,0.000185755638299354,0.000560631376046571
"101928895",-1.7377887800191,0.527457236972016,0.000985431421345213,0.00262752511795078
"6339",-0.449501312942042,0.269377920879371,0.0951839330245079,0.170629470063432
"116983",-0.803250663281583,0.133910143772916,1.99234007104822e-09,1.45361829460035e-08
"102465434",NA,NA,NA,NA
"109623456",0.117604685734528,1.00001387658581,0.906382185153454,0.999998380218001
"126789",-0.382889231542654,0.159179909910347,0.0161553624718153,0.0343005551057995
"54973",-0.831195273027783,0.126046124447955,4.27054213288123e-11,4.21212235230647e-10
"102465435",-1.67417439679528,1.0801424561173,0.121151829135583,0.211454419890656
"80772",-0.810189494760553,0.165986520070135,1.05519285853338e-06,4.669438565779e-06
"83756",-1.50646537121335,0.186270309446069,6.08904443223846e-16,1.48604392758796e-14
"1855",-1.00840694320976,0.184068447111146,4.29105212975686e-08,2.43300222268293e-07
"102466740",NA,NA,NA,NA
"54587",-0.394038137904823,0.154694972001301,0.0108592977417285,0.0238408561312695
"54998",0.0778148051923168,0.159637729624417,0.625942157827468,0.830363073059578
"81669",-0.429025536907596,0.126995380613103,0.00072941642173273,0.00198819666970661
"148413",-0.142303090723878,0.115013380220971,0.215985293978257,0.348743696575358
"55052",-0.313211265280348,0.0974145087335567,0.0013033438381663,0.00339639401233361
"107984868",-0.417655020744714,0.617330192173495,0.498691224969776,0.694481595400848
"441869",-0.313944967438991,0.242067907444491,0.194655505929752,0.31942757658699
"105378585",-0.191944575574297,0.506650111469634,0.704798990361093,0.9036780625354
"643965",-19.4744945281963,10894.8619127634,0.998573787317052,0.999998380218001
"102724312",-0.295777810928492,0.302695381107493,0.328496501063875,0.494649533255176
"107985729",0.146682457551098,0.948932048912996,0.877155311655099,0.999998380218001
"64856",-0.472039629838384,0.193077045888399,0.0144922357024512,0.0310818818490754
"219293",-0.0971059553876865,0.210544671415988,0.644645741725835,0.845637628573133
"83858",-0.399954845343596,0.184869459998404,0.0305069960556234,0.0612508762094094
"55210",-0.471499474022024,0.171840470165627,0.00607286599617975,0.0139653103342341
"339453",-0.360512929108481,0.476132644353343,0.448948555872283,0.639187496313345
"29101",-0.64620508715608,0.106758918273049,1.42227835115271e-09,1.06436668823539e-08
"643988",-0.946197394203781,0.247965572453212,0.00013571944656091,0.000417643283076631
"105378586",-1.75221439473323,0.667283287676373,0.00864220249815028,0.0193452153090379
"142678",-1.13947009102992,0.18156813765608,3.48028643059997e-10,2.91422979339518e-09
"8510",-0.883040997338605,0.170477624568023,2.22116952500054e-07,1.10300925054414e-06
"984",-0.564994023193581,0.128382688425647,1.07823510593014e-05,4.00750728218941e-05
"728661",-0.748772124811644,0.15149185158829,7.70653543113655e-07,3.49697161454629e-06
"8511",-0.84247953838062,0.186100153035607,5.98206363086109e-06,2.33753509135232e-05
"728642",-0.513693451431188,0.175966628971157,0.00350856348569219,0.00844318462691364
"9906",-0.91640167606152,0.13516437350839,1.20254535030356e-11,1.31065207983303e-10
"112268218",-0.32719877837394,0.150016965792371,0.0291776109496676,0.0588133164230568
"65220",-0.585444406280147,0.132646998352879,1.01688344795893e-05,3.80067316362371e-05
"2782",-0.646481788943447,0.107801219756629,2.01020461662711e-09,1.46522666515464e-08
"105378949",-0.79526144246385,0.349338463680615,0.022817396145508,0.046985100919152
"163688",-1.04036730482284,1.0192755273038,0.307399954315725,0.467150743767841
"339456",-0.810645480527059,0.167704911061486,1.33977335501831e-06,5.8391691383928e-06
"85452",-2.9980855623716,0.493262030477474,1.21630873601676e-09,9.21727241740439e-09
"107984872",-27.6590216735883,132726.58889651,0.999833728069229,0.999998380218001
"105378589",NA,NA,NA,NA
"2563",-0.540694311945612,0.397073220683854,0.17329281397106,0.289084797677863
"105378590",-0.59169434496547,0.256805480784496,0.0212194704882685,0.0440028206460955
"105378591",0.657135282433389,0.771317830442729,0.394233887335885,0.575156924789753
"5590",-0.803983181795748,0.114684953658323,2.37700210770413e-12,2.9424598109153e-11
"100506504",0.845702338272627,0.365246289631577,0.0205893930622394,0.0428057292235952
"199990",-0.698295338255057,0.179385521416577,9.91317072758421e-05,0.000313248675519554
"112268219",-0.429682930205115,0.182519405023947,0.0185637843641106,0.038934490470396
"105378593",-0.739667668167001,0.259536378101454,0.00437250602472009,0.0103266810481637
"6497",-1.37405979196841,0.133319487245237,6.58433356879895e-25,7.56668586446573e-23
"79906",-0.880786235140797,0.225155550926709,9.15724344410913e-05,0.000291017545944702
"100129534",-0.780476061419037,0.368232102697956,0.0340463722492934,0.0676193146103368
"11079",-0.543396905266521,0.106450312020064,3.31319743782771e-07,1.5989709404699e-06
"5192",-0.591625635295204,0.117328259956717,4.5953206869789e-07,2.16580843314338e-06
"9651",-0.0414237405769058,0.387543238540003,0.914877794579614,0.999998380218001
"55229",-1.00590496757954,0.125153228937316,9.17742718098024e-16,2.16405464517548e-14
"388585",-0.613041339074528,0.765655725374193,0.423319863674465,0.609117581724726
"115110",-0.559306676704588,0.134206765707454,3.07958707785009e-05,0.000106086062723137
"8764",-0.34738145007981,0.157678969675252,0.0275881874389348,0.055922152736596
"100996583",-0.900301982997302,0.685261680672796,0.188910969746868,0.311243923459904
"127281",-0.475154311823379,0.122909683117465,0.000110688521946217,0.000346844079320398
"79258",-0.344353673800175,0.204004593228448,0.0914169497399369,0.164583432803101
"105378597",0.117589585914764,1.41424372810329,0.933734956717614,0.999998380218001
"100287898",-0.722735036529088,0.503216381924616,0.150936581597755,0.256483588943577
"105378603",NA,NA,NA,NA
"105378602",NA,NA,NA,NA
"105378601",NA,NA,NA,NA
"112268220",19.7610615723779,11178.3249842841,0.998589499075799,0.999998380218001
"107985732",NA,NA,NA,NA
"105378600",NA,NA,NA,NA
"105378598",19.7610615723779,11178.3249842841,0.998589499075799,0.999998380218001
"107984904",NA,NA,NA,NA
"105378599",NA,NA,NA,NA
"140625",NA,NA,NA,NA
"440556",-1.14377325668851,0.500147810989691,0.0222033850478346,0.0458182546353458
"63976",-0.705942766288988,0.381011905541839,0.063909559692849,0.119470447705037
"100422968",NA,NA,NA,NA
"105378606",19.4542062898508,6779.99683182708,0.997710590443205,0.999998380218001
"107984909",-19.4745092580391,10894.861912769,0.998573786238315,0.999998380218001
"105378605",-19.4745052019772,10894.8619127446,0.998573786535357,0.999998380218001
"105378604",NA,NA,NA,NA
"27237",-0.35501146000745,0.200169720702271,0.0761372407413287,0.139860715714339
"1953",-0.853676216006074,0.189458948764245,6.61034837616533e-06,2.56462021982541e-05
"105378608",0.117594918530082,1.41424857814987,0.933732185295258,0.999998380218001
"693135",NA,NA,NA,NA
"105378607",NA,NA,NA,NA
"127262",-0.453627253050071,0.0978302065966274,3.53701942017459e-06,1.43616299565069e-05
"49856",-0.622724950733921,0.161195384122587,0.000111925688664624,0.000350501055106154
"7161",0.151498676750462,0.241904981521143,0.531135572184654,0.729402516006891
"105378610",0.523053937886943,0.912890203078822,0.566668538606992,0.76838789232173
"105378609",NA,NA,NA,NA
"57212",-0.675170115847191,0.170065369753034,7.18538362377644e-05,0.000232414964317428
"148870",-0.459536211152878,0.949425752695691,0.62837529439499,0.832670138285104
"388588",-0.848421900508698,0.225629699549053,0.000169750184117947,0.000514833979380617
"57470",-0.760243494934537,0.118422134485525,1.36475630757505e-10,1.23594506912458e-09
"9731",-0.76631782941671,0.0970731751374798,2.92116462527876e-15,6.32616691484557e-14
"1677",-0.480438023600418,0.235588636076121,0.0414191989304948,0.0807282768679745
"107984910",-0.438572627020644,0.7241675645769,0.544765039504553,0.744781041871372
"339448",-0.802886737296232,0.147756057587322,5.51457493369451e-08,3.05511933064708e-07
